state	name	kind	lat	lon
OK	Marble City town	place	35.5839	-94.8174
OK	Marietta CDP	place	35.8483	-94.6533
OK	Marietta city	place	33.9362	-97.1247
OK	Marland town	place	36.5610	-97.1528
OK	Marlow city	place	34.6311	-97.9567
OK	Marshall town	place	36.1497	-97.6232
OK	Martha town	place	34.7260	-99.3867
OK	Maud city	place	35.1335	-96.7780
OK	May town	place	36.6167	-99.7486
OK	Maysville town	place	34.8647	-97.3736
OK	Mazie CDP	place	36.1426	-95.3302
OK	Mead town	place	33.9980	-96.5186
OK	Medford city	place	36.8034	-97.7382
OK	Medicine Park town	place	34.7320	-98.4890
OK	Meeker town	place	35.4893	-96.8976
OK	Mehan CDP	place	36.0458	-96.9401
OK	Meno town	place	36.3882	-98.1779
OK	Meridian town	place	35.8442	-97.2456
OK	Miami city	place	36.8877	-94.8709
OK	Middleberg CDP	place	35.1066	-97.7342
OK	Midwest City city	place	35.4588	-97.3746
OK	Milburn town	place	34.2387	-96.5524
OK	Milfay CDP	place	35.7510	-96.5592
OK	Mill Creek town	place	34.4026	-96.8252
OK	Millerton town	place	33.9849	-95.0230
OK	Minco city	place	35.3156	-97.9514
OK	Moffett town	place	35.4047	-94.4557
OK	Monroe CDP	place	34.9937	-94.5155
OK	Moodys CDP	place	36.0341	-94.9564
OK	Moore city	place	35.3285	-97.4748
OK	Mooreland town	place	36.4377	-99.2048
OK	Morris city	place	35.6052	-95.8608
OK	Morrison town	place	36.2917	-97.0348
OK	Mounds town	place	35.8759	-96.0661
OK	Mountain Park town	place	34.6988	-98.9523
OK	Mountain View town	place	35.0995	-98.7497
OK	Moyers CDP	place	34.3250	-95.6511
OK	Mulberry CDP	place	35.8687	-94.6994
OK	Muldrow town	place	35.4034	-94.5975
OK	Mule Barn town	place	36.2179	-96.3123
OK	Mulhall town	place	36.1121	-97.3428
OK	Murphy CDP	place	36.1341	-95.2414
OK	Muskogee city	place	35.7438	-95.3564
OK	Mustang city	place	35.3918	-97.7251
OK	Mutual town	place	36.2305	-99.1680
OK	Narcissa CDP	place	36.8010	-94.9279
OK	Nardin CDP	place	36.8041	-97.4499
OK	Nash town	place	36.6650	-98.0520
OK	Nashoba CDP	place	34.4807	-95.2103
OK	Nelagoney CDP	place	36.6260	-96.2441
OK	Nescatunga CDP	place	36.7543	-98.1561
OK	New Alluwe town	place	36.6101	-95.4886
OK	Newcastle city	place	35.2424	-97.5953
OK	New Cordell city	place	35.2969	-98.9838
OK	New Eucha CDP	place	36.3912	-94.8522
OK	Newkirk city	place	36.8818	-97.0553
OK	New Woodville town	place	33.9688	-96.6548
OK	Nichols Hills city	place	35.5464	-97.5433
OK	Nicoma Park city	place	35.4918	-97.3243
OK	Nicut CDP	place	35.6024	-94.5629
OK	Ninnekah town	place	34.9640	-97.9447
OK	Noble city	place	35.1349	-97.3711
OK	Norge town	place	34.9888	-97.9940
OK	Norman city	place	35.2406	-97.3453
OK	North Enid town	place	36.4458	-97.8634
OK	North Miami town	place	36.9201	-94.8797
OK	Norwood CDP	place	35.8447	-95.1512
OK	Notchietown CDP	place	35.5854	-95.0895
OK	Nowata city	place	36.6993	-95.6375
OK	Oak Grove town	place	36.2056	-96.3384
OK	Oak Hill-Piney CDP	place	36.3787	-94.7266
OK	Oakhurst CDP	place	36.0806	-96.0624
OK	Oakland town	place	34.0932	-96.8024
OK	Oaks town	place	36.1698	-94.8529
OK	Oakwood town	place	35.9316	-98.7031
OK	Ochelata town	place	36.6027	-95.9751
OK	Oilton city	place	36.0827	-96.5814
OK	Okarche town	place	35.7249	-97.9757
OK	Okay town	place	35.8650	-95.3077
OK	Okeene town	place	36.1171	-98.3167
OK	Okemah city	place	35.4293	-96.3003
OK	Oklahoma City city	place	35.4671	-97.5137
OK	Okmulgee city	place	35.6252	-95.9540
OK	Oktaha town	place	35.5775	-95.4779
OK	Old Eucha CDP	place	36.3551	-94.9379
OK	Old Green CDP	place	35.9853	-94.6082
OK	Olive CDP	place	36.0238	-96.4815
OK	Olustee town	place	34.5478	-99.4241
OK	Oologah town	place	36.4438	-95.7089
OK	Optima town	place	36.7613	-101.3492
OK	Orlando town	place	36.1484	-97.3748
OK	Osage town	place	36.2957	-96.4172
OK	Owasso city	place	36.2872	-95.8354
OK	Paden town	place	35.5084	-96.5671
OK	Panama town	place	35.1712	-94.6684
OK	Panola CDP	place	34.9221	-95.2087
OK	Paoli town	place	34.8270	-97.2623
OK	Paradise Hill town	place	35.6073	-95.0731
OK	Park Hill CDP	place	35.8344	-94.9721
OK	Pauls Valley city	place	34.7102	-97.2240
OK	Pawhuska city	place	36.6691	-96.3312
OK	Pawnee city	place	36.3515	-96.8005
OK	Peavine CDP	place	35.9003	-94.6066
OK	Peckham CDP	place	36.8867	-97.1781
OK	Peggs CDP	place	36.0673	-95.0718
OK	Pensacola town	place	36.4592	-95.1278
OK	Peoria town	place	36.9156	-94.6696
OK	Perkins city	place	35.9798	-97.0313
OK	Perry city	place	36.2801	-97.3082
OK	Pershing CDP	place	36.5901	-96.2731
OK	Pettit CDP	place	35.7737	-94.9768
OK	Phillips town	place	34.5042	-96.2222
OK	Pickett CDP	place	34.7795	-96.7755
OK	Piedmont city	place	35.6748	-97.7535
OK	Piney CDP	place	35.8905	-94.5559
OK	Pinhook Corner CDP	place	35.5331	-94.8917
OK	Pink town	place	35.2327	-97.1000
OK	Pin Oak Acres CDP	place	36.1226	-95.2889
OK	Pittsburg town	place	34.7116	-95.8502
OK	Platter CDP	place	33.9079	-96.5340
OK	Pocasset town	place	35.1780	-97.9592
OK	Pocola town	place	35.2515	-94.4679
OK	Ponca City city	place	36.7210	-97.0684
OK	Pond Creek city	place	36.6678	-97.8024
OK	Pontotoc CDP	place	34.4888	-96.6290
OK	Porter town	place	35.8684	-95.5160
OK	Porum town	place	35.3571	-95.2634
OK	Poteau city	place	35.0667	-94.6103
OK	Prague city	place	35.4968	-96.6999
OK	Preston CDP	place	35.7114	-95.9889
OK	Proctor CDP	place	35.9804	-94.7363
OK	Prue town	place	36.2494	-96.2665
OK	Pryor Creek city	place	36.2997	-95.3113
OK	Pump Back CDP	place	36.2607	-95.1211
OK	Pumpkin Hollow CDP	place	36.0060	-94.8414
OK	Purcell city	place	35.0237	-97.3737
OK	Putnam town	place	35.8559	-98.9682
OK	Quapaw town	place	36.9500	-94.7865
OK	Quay CDP	place	36.1607	-96.7083
OK	Quinlan CDP	place	36.4562	-99.0457
OK	Quinton town	place	35.1261	-95.3665
OK	Ralston town	place	36.5035	-96.7374
OK	Ramona town	place	36.5376	-95.9263
OK	Randlett town	place	34.1773	-98.4639
OK	Ratliff City town	place	34.4524	-97.5174
OK	Rattan town	place	34.1960	-95.4045
OK	Ravia town	place	34.2412	-96.7568
OK	Reagan CDP	place	34.3441	-96.7134
OK	Redbird town	place	35.8871	-95.5873
OK	Redbird Smith CDP	place	35.5639	-95.0241
OK	Red Oak town	place	34.9513	-95.0794
OK	Red Rock town	place	36.4601	-97.1796
OK	Remy CDP	place	35.4614	-94.4996
OK	Renfrow town	place	36.9248	-97.6570
OK	Rentiesville town	place	35.5335	-95.4848
OK	Reydon town	place	35.6498	-99.9236
OK	Ringling town	place	34.1773	-97.5915
OK	Ringwood town	place	36.3836	-98.2400
OK	Ripley town	place	36.0158	-96.9038
OK	River Bottom CDP	place	35.6357	-95.2378
OK	Rock Island town	place	35.1849	-94.4826
OK	Rocky town	place	35.1564	-99.0596
OK	Rocky Ford CDP	place	36.1558	-94.9110
OK	Rocky Mountain CDP	place	35.7903	-94.7713
OK	Rocky Point CDP	place	36.0256	-95.3221
OK	Roff town	place	34.6289	-96.8415
OK	Roland town	place	35.4132	-94.5085
OK	Roosevelt town	place	34.8483	-99.0223
OK	Rose CDP	place	36.2124	-95.0381
OK	Rosedale town	place	34.9189	-97.1851
OK	Rosston town	place	36.8129	-99.9327
OK	Rush Springs town	place	34.7789	-97.9573
OK	Ryan town	place	34.0214	-97.9542
OK	St. Louis town	place	35.0813	-96.8598
OK	Salina town	place	36.2916	-95.1554
OK	Sallisaw city	place	35.4604	-94.8066
OK	Sams Corner CDP	place	36.1983	-95.2167
OK	Sand Hill CDP	place	35.6343	-95.2012
OK	Sand Point CDP	place	33.9602	-96.5711
OK	Sand Springs city	place	36.1365	-96.1320
OK	Sapulpa city	place	36.0042	-96.1233
OK	Sasakwa town	place	34.9468	-96.5253
OK	Savanna town	place	34.8361	-95.8357
OK	Sawyer town	place	34.0187	-95.3785
OK	Sayre city	place	35.2957	-99.6282
OK	Schulter town	place	35.5113	-95.9565
OK	Scipio CDP	place	35.0513	-95.9556
OK	Seiling city	place	36.1447	-98.9254
OK	Selman CDP	place	36.8014	-99.4893
OK	Seminole city	place	35.2348	-96.6493
OK	Sentinel town	place	35.1570	-99.1735
OK	Sequoyah CDP	place	36.3797	-95.5968
OK	Seward CDP	place	35.7967	-97.4870
OK	Shady Grove CDP	place	35.9485	-95.0952
OK	Shady Grove CDP	place	35.4685	-95.4115
OK	Shady Point town	place	35.1276	-94.6685
OK	Shamrock town	place	35.9107	-96.5777
OK	Sharon town	place	36.2755	-99.3381
OK	Shattuck town	place	36.2650	-99.8774
OK	Shawnee city	place	35.3694	-96.9564
OK	Shidler city	place	36.7805	-96.6600
OK	Short CDP	place	35.5682	-94.4954
OK	Silo town	place	34.0357	-96.4745
OK	Simms CDP	place	35.3987	-95.1647
OK	Skedee town	place	36.3805	-96.7039
OK	Skiatook city	place	36.3465	-95.9454
OK	Slaughterville town	place	35.0946	-97.2828
OK	Slick town	place	35.7788	-96.2648
OK	Smith Village town	place	35.4508	-97.4570
OK	Smithville town	place	34.4728	-94.6465
OK	Snake Creek CDP	place	36.1786	-95.0937
OK	Snyder city	place	34.6554	-98.9534
OK	Soper town	place	34.0321	-95.6966
OK	Sour John CDP	place	35.6206	-95.1433
OK	South Coffeyville town	place	36.9921	-95.6218
OK	Sparks town	place	35.6109	-96.8185
OK	Sparrowhawk CDP	place	35.9706	-94.8928
OK	Spaulding town	place	35.0131	-96.4404
OK	Spavinaw town	place	36.3939	-95.0502
OK	Spencer city	place	35.5108	-97.3716
OK	Sperry town	place	36.2967	-95.9990
OK	Spiro town	place	35.2405	-94.6243
OK	Sportmans Shores CDP	place	36.4640	-95.0829
OK	Sportsmen Acres town	place	36.2456	-95.2517
OK	Springer town	place	34.2956	-97.1175
OK	Steely Hollow CDP	place	35.9917	-94.9359
OK	Sterling town	place	34.7494	-98.1725
OK	Stidham town	place	35.3686	-95.7008
OK	Stigler city	place	35.2589	-95.1168
OK	Stillwater city	place	36.1315	-97.0745
OK	Stilwell city	place	35.8152	-94.6315
OK	Stonewall town	place	34.6498	-96.5268
OK	Stoney Point CDP	place	35.5647	-94.6762
OK	Strang town	place	36.4123	-95.1347
OK	Stratford town	place	34.7953	-96.9605
OK	Stringtown town	place	34.4696	-96.0555
OK	Strong City town	place	35.6698	-99.6004
OK	Stroud city	place	35.7689	-96.6501
OK	Stuart town	place	34.9011	-96.0994
OK	Sugden town	place	34.0825	-97.9788
OK	Sulphur city	place	34.5016	-96.9865
OK	Summit town	place	35.6696	-95.4207
OK	Sumner CDP	place	36.3183	-97.1179
OK	Sunray CDP	place	34.4093	-97.9542
OK	Sweetwater town	place	35.4150	-99.9203
OK	Swink CDP	place	34.0173	-95.2018
OK	Sycamore CDP	place	36.3990	-94.7150
OK	Taft town	place	35.7603	-95.5460
OK	Tagg Flats CDP	place	36.3387	-94.9036
OK	Tahlequah city	place	35.9105	-94.9777
OK	Talala town	place	36.5295	-95.7011
OK	Talihina town	place	34.7528	-95.0436
OK	Taloga town	place	36.0402	-98.9640
OK	Tamaha town	place	35.3982	-95.0142
OK	Tatums town	place	34.4776	-97.4646
OK	Taylor Ferry CDP	place	35.9345	-95.3054
OK	Tecumseh city	place	35.2643	-96.9334
OK	Temple town	place	34.2721	-98.2346
OK	Tenkiller CDP	place	35.8025	-94.8523
OK	Teresita CDP	place	36.1230	-94.9804
OK	Terlton town	place	36.1876	-96.4918
OK	Terral town	place	33.8966	-97.9382
OK	Texanna CDP	place	35.3579	-95.5118
OK	Texhoma town	place	36.5054	-101.7874
OK	Texola town	place	35.2225	-99.9930
OK	Thackerville town	place	33.7875	-97.1392
OK	The Village city	place	35.5703	-97.5575
OK	Thomas city	place	35.7448	-98.7397
OK	Tiawah CDP	place	36.2483	-95.5362
OK	Tipton town	place	34.4994	-99.1363
OK	Tishomingo city	place	34.2390	-96.6824
OK	Titanic CDP	place	35.8907	-94.7406
OK	Tonkawa city	place	36.6706	-97.3150
OK	Tonkawa Tribal Housing CDP	place	36.6697	-97.2663
OK	Toppers CDP	place	35.9662	-95.3197
OK	Tribbey town	place	35.1038	-97.1056
OK	Tryon town	place	35.8771	-96.9696
OK	Tullahassee town	place	35.8348	-95.4469
OK	Tulsa city	place	36.1279	-95.9023
OK	Tupelo city	place	34.6027	-96.4208
OK	Turley CDP	place	36.2469	-95.9662
OK	Turpin CDP	place	36.8705	-100.8825
OK	Tushka town	place	34.3186	-96.1673
OK	Tuskahoma CDP	place	34.6297	-95.2826
OK	Tuttle city	place	35.3139	-97.7536
OK	Twin Lakes CDP	place	35.8685	-97.6650
OK	Twin Oaks CDP	place	36.1974	-94.8378
OK	Tyrone town	place	36.9557	-101.0680
OK	Union City town	place	35.3995	-97.9067
OK	Utica CDP	place	33.9066	-96.2217
OK	Valley Brook town	place	35.4027	-97.4814
OK	Valley Park town	place	36.2788	-95.7357
OK	Valliant town	place	34.0075	-95.0849
OK	Vanoss CDP	place	34.7578	-96.8712
OK	Velma town	place	34.4564	-97.6638
OK	Vera town	place	36.4526	-95.8929
OK	Verden town	place	35.0833	-98.0861
OK	Verdigris town	place	36.2537	-95.6605
OK	Vernon town	place	35.2265	-95.9386
OK	Vian town	place	35.5042	-94.9698
OK	Vici town	place	36.1488	-99.2994
OK	Vinita city	place	36.6442	-95.0622
OK	Wagoner city	place	35.9657	-95.3777
OK	Wainwright town	place	35.6135	-95.5656
OK	Wakita town	place	36.8819	-97.9239
OK	Walters city	place	34.3584	-98.3569
OK	Wanette town	place	34.9746	-97.0288
OK	Wann town	place	36.9147	-95.8047
OK	Wapanucka town	place	34.3735	-96.4251
OK	Wardville CDP	place	34.6546	-96.0309
OK	Warner town	place	35.4917	-95.3089
OK	Warr Acres city	place	35.5261	-97.6181
OK	Warwick town	place	35.6903	-97.0050
OK	Washington town	place	35.0547	-97.4907
OK	Washita CDP	place	35.1044	-98.3413
OK	Watonga city	place	35.8475	-98.4027
OK	Watova CDP	place	36.6197	-95.6604
OK	Watts town	place	36.1065	-94.5739
OK	Wauhillau CDP	place	35.8610	-94.7595
OK	Waukomis town	place	36.2861	-97.9027
OK	Waurika city	place	34.1837	-98.0263
OK	Wayne town	place	34.9169	-97.3165
OK	Waynoka city	place	36.5830	-98.8790
OK	Weatherford city	place	35.5374	-98.6843
OK	Webb City town	place	36.8083	-96.7133
OK	Webbers Falls town	place	35.5170	-95.1642
OK	Welch town	place	36.8744	-95.0944
OK	Weleetka town	place	35.3403	-96.1360
OK	Welling CDP	place	35.8811	-94.8703
OK	Wellston town	place	35.6839	-97.0634
OK	Welty CDP	place	35.6272	-96.4172
OK	West Peavine CDP	place	35.9115	-94.6528
OK	Westport town	place	36.1934	-96.3371
OK	West Siloam Springs town	place	36.1760	-94.5990
OK	Westville town	place	35.9897	-94.5747
OK	Wetumka city	place	35.2419	-96.2368
OK	Wewoka city	place	35.1441	-96.4968
OK	Whippoorwill CDP	place	36.9120	-96.1277
OK	White Eagle CDP	place	36.6267	-97.0812
OK	Whitefield town	place	35.2543	-95.2448
OK	Whitehorn Cove CDP	place	35.9949	-95.2873
OK	White Oak CDP	place	36.6091	-95.2755
OK	Whitesboro CDP	place	34.7047	-94.8735
OK	White Water CDP	place	36.5017	-94.7289
OK	Wickliffe CDP	place	36.3122	-95.1072
OK	Wilburton city	place	34.9184	-95.3040
OK	Willow town	place	35.0515	-99.5099
OK	Wilson city	place	34.1687	-97.4254
OK	Winchester town	place	35.7906	-95.9981
OK	Wister town	place	34.9697	-94.7206
OK	Woodall CDP	place	35.8246	-95.0823
OK	Woodlawn Park town	place	35.5096	-97.6499
OK	Woodward city	place	36.4248	-99.4047
OK	Wright City town	place	34.0663	-95.0070
OK	Wyandotte town	place	36.8071	-94.7293
OK	Wynnewood city	place	34.6428	-97.1625
OK	Wynona town	place	36.5458	-96.3264
OK	Yale city	place	36.1151	-96.7011
OK	Yeager town	place	35.1568	-96.3400
OK	Yukon city	place	35.5184	-97.7662
OK	Zeb CDP	place	35.7966	-95.0551
OK	Zena CDP	place	36.5084	-94.8481
OK	Zion CDP	place	35.7878	-94.6425
OR	Adair Village city	place	44.6707	-123.2160
OR	Adams city	place	45.7664	-118.5641
OR	Adrian city	place	43.7408	-117.0709
OR	Albany city	place	44.6269	-123.0967
OR	Aloha CDP	place	45.4919	-122.8726
OR	Alpine CDP	place	44.3303	-123.3628
OR	Alsea CDP	place	44.3818	-123.5958
OR	Altamont CDP	place	42.1978	-121.7248
OR	Amity city	place	45.1162	-123.1997
OR	Annex CDP	place	44.2342	-116.9924
OR	Antelope city	place	44.9113	-120.7236
OR	Arlington city	place	45.7203	-120.1953
OR	Ashland city	place	42.1922	-122.6983
OR	Astoria city	place	46.1874	-123.8151
OR	Athena city	place	45.8135	-118.4930
OR	Aumsville city	place	44.8462	-122.8699
OR	Aurora city	place	45.2283	-122.7572
OR	Baker City city	place	44.7750	-117.8318
OR	Bandon city	place	43.1147	-124.4155
OR	Banks city	place	45.6149	-123.1071
OR	Barlow city	place	45.2524	-122.7223
OR	Barnesdale CDP	place	45.6487	-123.8543
OR	Barview CDP	place	43.3479	-124.3065
OR	Bay City city	place	45.5214	-123.8890
OR	Bayshore CDP	place	44.4408	-124.0810
OR	Bayside Gardens CDP	place	45.7143	-123.9165
OR	Beatty CDP	place	42.4419	-121.2716
OR	Beaver CDP	place	45.2790	-123.8246
OR	Beavercreek CDP	place	45.2810	-122.5085
OR	Beaver Marsh CDP	place	43.1364	-121.8042
OR	Beaverton city	place	45.4780	-122.8170
OR	Bellfountain CDP	place	44.3654	-123.3559
OR	Bend city	place	44.0567	-121.3080
OR	Bethany CDP	place	45.5613	-122.8369
OR	Biggs Junction CDP	place	45.6640	-120.8392
OR	Black Butte Ranch CDP	place	44.3642	-121.6686
OR	Blodgett CDP	place	44.5970	-123.5210
OR	Bly CDP	place	42.3917	-121.0435
OR	Boardman city	place	45.8365	-119.6928
OR	Bonanza town	place	42.2003	-121.4067
OR	Boring CDP	place	45.4313	-122.3725
OR	Brogan CDP	place	44.2475	-117.5187
OR	Brookings city	place	42.0724	-124.3049
OR	Brooks CDP	place	45.0509	-122.9574
OR	Brownsville city	place	44.3922	-122.9833
OR	Bull Mountain CDP	place	45.4126	-122.8320
OR	Bunker Hill CDP	place	43.3474	-124.2123
OR	Burns city	place	43.5883	-119.0613
OR	Butte Falls town	place	42.5414	-122.5691
OR	Butteville CDP	place	45.2524	-122.8345
OR	Camp Sherman CDP	place	44.4493	-121.6496
OR	Canby city	place	45.2651	-122.6884
OR	Cannon Beach city	place	45.8881	-123.9601
OR	Canyon City town	place	44.3930	-118.9495
OR	Canyonville city	place	42.9273	-123.2789
OR	Cape Meares CDP	place	45.5267	-123.9518
OR	Carlton city	place	45.2945	-123.1754
OR	Cascade Locks city	place	45.6760	-121.8687
OR	Cascadia CDP	place	44.3930	-122.5026
OR	Cave Junction city	place	42.1667	-123.6481
OR	Cayuse CDP	place	45.6765	-118.5735
OR	Cedar Hills CDP	place	45.5044	-122.8066
OR	Cedar Mill CDP	place	45.5355	-122.8006
OR	Central Point city	place	42.3765	-122.9105
OR	Chemult CDP	place	43.2151	-121.7850
OR	Chenoweth CDP	place	45.6164	-121.2343
OR	Cherry Grove CDP	place	45.4507	-123.2481
OR	Cheshire CDP	place	44.1901	-123.2834
OR	Chiloquin city	place	42.5764	-121.8678
OR	Clatskanie city	place	46.1046	-123.2045
OR	Cloverdale CDP	place	45.2006	-123.8842
OR	Coburg city	place	44.1385	-123.0570
OR	Columbia City city	place	45.8991	-122.8122
OR	Condon city	place	45.2366	-120.1859
OR	Coos Bay city	place	43.3811	-124.2326
OR	Coquille city	place	43.1803	-124.1842
OR	Cornelius city	place	45.5189	-123.0510
OR	Corvallis city	place	44.5699	-123.2783
OR	Cottage Grove city	place	43.7959	-123.0572
OR	Cove city	place	45.2964	-117.8102
OR	Crabtree CDP	place	44.6376	-122.9059
OR	Crane CDP	place	43.4179	-118.5875
OR	Crawfordsville CDP	place	44.3561	-122.8649
OR	Crescent CDP	place	43.4534	-121.6997
OR	Crescent Lake CDP	place	43.5096	-121.9353
OR	Creswell city	place	43.9226	-123.0140
OR	Crooked River Ranch CDP	place	44.4242	-121.2757
OR	Culver city	place	44.5234	-121.2110
OR	Dallas city	place	44.9221	-123.3129
OR	Damascus CDP	place	45.4264	-122.4430
OR	Days Creek CDP	place	42.9705	-123.1657
OR	Dayton city	place	45.2199	-123.0781
OR	Dayville town	place	44.4668	-119.5322
OR	Deer Island CDP	place	45.9330	-122.8498
OR	Depoe Bay city	place	44.8091	-124.0597
OR	Deschutes River Woods CDP	place	43.9874	-121.3591
OR	Detroit city	place	44.7338	-122.1517
OR	Dexter CDP	place	43.9223	-122.8277
OR	Dillard CDP	place	43.1082	-123.4262
OR	Dilley CDP	place	45.4917	-123.1223
OR	Donald city	place	45.2215	-122.8378
OR	Drain city	place	43.6623	-123.3143
OR	Dufur city	place	45.4531	-121.1287
OR	Dundee city	place	45.2758	-123.0074
OR	Dunes City city	place	43.9105	-124.0911
OR	Dunthorpe CDP	place	45.4409	-122.6591
OR	Durham city	place	45.3945	-122.7580
OR	Eagle Crest CDP	place	44.2614	-121.2995
OR	Eagle Point city	place	42.4677	-122.8016
OR	Echo city	place	45.7466	-119.1935
OR	Elgin city	place	45.5647	-117.9213
OR	Elkton city	place	43.6374	-123.5691
OR	Elmira CDP	place	44.0715	-123.3571
OR	Enterprise city	place	45.4258	-117.2788
OR	Eola CDP	place	44.9312	-123.1207
OR	Estacada city	place	45.2982	-122.3324
OR	Eugene city	place	44.0568	-123.1190
OR	Fair Oaks CDP	place	43.4109	-123.2195
OR	Fairview city	place	45.5476	-122.4368
OR	Fairview CDP	place	45.4583	-123.7926
OR	Falcon Heights CDP	place	42.1314	-121.7566
OR	Falls City city	place	44.8648	-123.4376
OR	Florence city	place	43.9916	-124.1065
OR	Foots Creek CDP	place	42.3881	-123.1410
OR	Forest Grove city	place	45.5248	-123.1099
OR	Fort Hill CDP	place	45.0670	-123.5605
OR	Fort Klamath CDP	place	42.7050	-121.9943
OR	Fossil city	place	44.9981	-120.2146
OR	Four Corners CDP	place	44.9291	-122.9732
OR	Garden Home-Whitford CDP	place	45.4634	-122.7608
OR	Gardiner CDP	place	43.7327	-124.1068
OR	Garibaldi city	place	45.5608	-123.9113
OR	Gaston city	place	45.4349	-123.1451
OR	Gates city	place	44.7560	-122.4201
OR	Gearhart city	place	46.0317	-123.9185
OR	Gervais city	place	45.1080	-122.8964
OR	Gilchrist CDP	place	43.4785	-121.6939
OR	Gladstone city	place	45.3856	-122.5928
OR	Glasgow CDP	place	43.4377	-124.1951
OR	Glendale city	place	42.7381	-123.4294
OR	Glide CDP	place	43.2919	-123.0736
OR	Gold Beach city	place	42.4133	-124.4222
OR	Gold Hill city	place	42.4358	-123.0526
OR	Gopher Flats CDP	place	45.6659	-118.7225
OR	Government Camp CDP	place	45.3022	-121.7526
OR	Grand Ronde CDP	place	45.0738	-123.6210
OR	Granite city	place	44.8103	-118.4192
OR	Grants Pass city	place	42.4323	-123.3318
OR	Grass Valley city	place	45.3591	-120.7842
OR	Green CDP	place	43.1514	-123.3874
OR	Greenhorn city	place	44.7087	-118.4967
OR	Green Meadows CDP	place	45.6130	-118.8000
OR	Gresham city	place	45.5023	-122.4416
OR	Haines city	place	44.9123	-117.9396
OR	Halfway city	place	44.8780	-117.1097
OR	Halsey city	place	44.3828	-123.1095
OR	Happy Valley city	place	45.4340	-122.5087
OR	Harbor CDP	place	42.0367	-124.2520
OR	Harper CDP	place	43.8570	-117.6265
OR	Harrisburg city	place	44.2703	-123.1626
OR	Hayesville CDP	place	44.9793	-122.9737
OR	Hebo CDP	place	45.2260	-123.8586
OR	Heceta Beach CDP	place	44.0242	-124.1178
OR	Helix city	place	45.8506	-118.6590
OR	Heppner city	place	45.3529	-119.5605
OR	Hermiston city	place	45.8329	-119.2852
OR	Hillsboro city	place	45.5268	-122.9354
OR	Hines city	place	43.5574	-119.0820
OR	Holley CDP	place	44.3490	-122.7856
OR	Hood River city	place	45.7091	-121.5260
OR	Hubbard city	place	45.1815	-122.8083
OR	Huntington city	place	44.3501	-117.2668
OR	Idanha city	place	44.7015	-122.0832
OR	Idaville CDP	place	45.5097	-123.8633
OR	Imbler city	place	45.4621	-117.9632
OR	Independence city	place	44.8578	-123.1977
OR	Ione city	place	45.5029	-119.8220
OR	Irrigon city	place	45.8951	-119.4888
OR	Island City city	place	45.3358	-118.0492
OR	Jacksonville city	place	42.3126	-122.9692
OR	Jasper CDP	place	43.9870	-122.9163
OR	Jeffers Gardens CDP	place	46.1518	-123.8521
OR	Jefferson city	place	44.7166	-123.0060
OR	Jennings Lodge CDP	place	45.3935	-122.6155
OR	John Day city	place	44.4181	-118.9563
OR	Johnson City city	place	45.4042	-122.5782
OR	Jordan Valley city	place	42.9793	-117.0574
OR	Joseph city	place	45.3525	-117.2304
OR	Junction City city	place	44.2119	-123.2002
OR	Juniper Canyon CDP	place	44.1998	-120.7467
OR	Juntura CDP	place	43.7487	-118.0788
OR	Keizer city	place	45.0030	-123.0245
OR	Keno CDP	place	42.1311	-121.9283
OR	Kerby CDP	place	42.1998	-123.6457
OR	King City city	place	45.4012	-122.8069
OR	Kings Valley CDP	place	44.6985	-123.4269
OR	Kirkpatrick CDP	place	45.6796	-118.6499
OR	Klamath Falls city	place	42.2188	-121.7787
OR	Knappa CDP	place	46.1708	-123.5798
OR	Labish Village CDP	place	45.0191	-122.9736
OR	Lacomb CDP	place	44.5844	-122.7417
OR	Lafayette city	place	45.2469	-123.1119
OR	La Grande city	place	45.3245	-118.0869
OR	Lake Oswego city	place	45.4136	-122.7000
OR	Lakeside city	place	43.5845	-124.1719
OR	Lakeview town	place	42.1914	-120.3525
OR	Langlois CDP	place	42.9259	-124.4532
OR	La Pine city	place	43.6868	-121.4853
OR	Lebanon city	place	44.5310	-122.9081
OR	Lexington town	place	45.4462	-119.6880
OR	Lincoln Beach CDP	place	44.8732	-124.0314
OR	Lincoln City city	place	44.9779	-124.0061
OR	Lonerock city	place	45.0887	-119.8841
OR	Long Creek city	place	44.7142	-119.1042
OR	Lookingglass CDP	place	43.1848	-123.4999
OR	Lostine city	place	45.4867	-117.4295
OR	Lowell city	place	43.9201	-122.7818
OR	Lyons city	place	44.7793	-122.6118
OR	McKay CDP	place	45.4923	-118.6842
OR	McMinnville city	place	45.2110	-123.1918
OR	Madras city	place	44.6639	-121.1604
OR	Malin city	place	42.0134	-121.4097
OR	Manzanita city	place	45.7166	-123.9351
OR	Mapleton CDP	place	44.0334	-123.8648
OR	Marcola CDP	place	44.1751	-122.8582
OR	Marion CDP	place	44.7512	-122.9277
OR	Marlene Village CDP	place	45.5173	-122.8199
OR	Maupin city	place	45.1707	-121.0884
OR	Maywood Park city	place	45.5525	-122.5618
OR	Meacham CDP	place	45.5231	-118.4395
OR	Medford city	place	42.3360	-122.8518
OR	Mehama CDP	place	44.7912	-122.6284
OR	Melrose CDP	place	43.2529	-123.4575
OR	Merlin CDP	place	42.5199	-123.4323
OR	Merrill city	place	42.0259	-121.6007
OR	Metolius city	place	44.5875	-121.1760
